ENTREZID	SYMBOL	TXCHROM
100503569	Gm16754	NA
50868	Keap1	chr9
94226	S1pr5	chr9
235040	Atg4d	chr9
215194	Kri1	chr9
12581	Cdkn2d	chr9
11768	Ap1m2	chr9
68682	Slc44a2	chr9
16201	Ilf3	chr9
330902	Gm16853	chr9
60507	Qtrt1	chr9
13430	Dnm2	chr9
387194	Mir199a-1	chr9
17083	Tmed1	chr9
382062	AB124611	chr9
59035	Carm1	chr9
74766	Yipf2	chr9
69773	Timm29	chr9
666043	Gm7904	chr9
100316714	Mir1946b	chr9
20586	Smarca4	chr9
16835	Ldlr	chr9
67629	Spc24	chr9
235041	Kank2	chr9
319899	Dock6	chr9
624219	Angptl8	chr9
100503623	NA	NA
19340	Rab3d	chr9
235043	Tmem205	chr9
67119	Ccdc159	chr9
235044	Plppr2	chr9
66962	Swsap1	chr9
13857	Epor	chr9
71746	Rgl3	chr9
77609	Odad3	chr9
19089	Prkcsh	chr9
15571	Elavl3	chr9
319601	Zfp653	chr9
100503652	Gm16845	chr9
26940	Ecsit	chr9
625409	Gm6581	NA
12797	Cnn1	chr9
66126	Elof1	chr9
11433	Acp5	chr9
66268	Pigyl	chr9
619310	Zfp872	chr9
69862	1810064F22Rik	chr9
235047	Zfp809	chr9
235048	Zfp599	chr9
235050	Zfp810	chr9
625603	Gm6607	chr9
68743	Anln	chr9
68283	9530077C05Rik	chr9
55934	Rp9	chr9
319845	Bbs9	chr9
73230	Bmper	chr9
319239	Npsr1	chr9
244745	Dpy19l1	chr9
320752	Dpy19l2	chr9
235067	Cypt4	chr9
57246	Tbx20	chr9
80517	Herpud2	chr9
235072	Septin7	chr9
67484	Eepd1	chr9
76898	B3gat1	chr9
244757	Glb1l2	chr9
70893	Glb1l3	chr9
382064	Gm1110	chr9
66948	Acad8	chr9
77862	Thyn1	chr9
69091	Vps26b	chr9
78658	Ncapd3	chr9
83964	Jam3	chr9
235086	Igsf9b	chr9
102623	NA	NA
75469	Spata19	chr9
330908	Opcml	chr9
235106	Ntm	chr9
102607	Snx19	chr9
235130	Adamts15	chr9
30806	Adamts8	chr9
235132	Zbtb44	chr9
100503725	NA	NA
19143	St14	chr9
11804	Aplp2	chr9
100503764	NA	NA
638580	Gm7244	NA
382066	Prdm10	chr9
235134	Nfrkb	chr9
235135	Tmem45b	chr9
12023	Barx2	chr9
330914	Arhgap32	chr9
16521	Kcnj5	chr9
56379	Kcnj1	chr9
100862152	NA	NA
14247	Fli1	chr9
23871	Ets1	chr9
100862175	Gm10698	NA
77119	7630403G23Rik	chr9
67703	Kirrel3	chr9
442804	Kirrel3os	NA
20443	St3gal4	chr9
78934	4930581F22Rik	chr9
69305	Dcps	chr9
117149	Tirap	chr9
235169	Foxred1	chr9
67398	Srpr	chr9
109229	Fam118b	chr9
71989	Rpusd4	chr9
71133	4933422A05Rik	chr9
434394	Gm5614	NA
57810	Cdon	chr9
382069	NA	NA
30959	Ddx25	chr9
67049	Pus3	chr9
76832	Hyls1	chr9
56872	Pate4	chr9
100312956	Pate3	chr9
330921	Pate2	chr9
100312987	Pate1	chr9
100312949	Pate10	chr9
100312986	Pate7	chr9
68171	Pate6	chr9
77080	Pate5	chr9
100041605	Gm3428	chr9
546123	Gm5916	chr9
100041618	Gm3434	chr9
639025	Pate12	chr9
671003	Pate11	chr9
434396	Pate9	chr9
100312948	Pate8	chr9
235973	Pate14	chr9
75567	1700027I24Rik	chr9
11451	Acrv1	chr9
12649	Chek1	chr9
16430	Stt3a	chr9
13663	Ei24	chr9
235180	Fez1	chr9
208076	Pknox2	chr9
66279	Tmem218	chr9
56857	Slc37a2	chr9
100042561	NA	NA
245902	Ccdc15	chr9
72927	Hepacam	chr9
74144	Robo4	chr9
19649	Robo3	chr9
235184	Msantd2	chr9
69524	Esam	chr9
57276	Vsig2	chr9
64011	Nrgn	chr9
20686	Spa17	chr9
22619	Siae	chr9
21376	Tbrg1	chr9
208098	Panx3	chr9
80706	Olfr160	chr9
406176	Olfr151	chr9
258882	Olfr874	chr9
258744	Olfr875	chr9
258883	Olfr876	chr9
258412	Olfr877	chr9
258310	Olfr145	chr9
258794	Olfr878	chr9
258413	Olfr881	chr9
258414	Olfr883	chr9
257996	Olfr884	chr9
257885	Olfr885	chr9
258415	Olfr887	chr9
258416	Olfr888	chr9
258475	Olfr889	NA
258474	Olfr890	chr9
258471	Olfr891	chr9
258333	Olfr893	chr9
258868	Olfr894	chr9
258802	Olfr143	chr9
258875	Olfr895	chr9
18323	Olfr25	chr9
258871	Olfr898	chr9
404312	Olfr250	NA
404313	Olfr251	NA
258869	Olfr147	chr9
258028	Olfr901	chr9
258798	Olfr902	chr9
258797	Olfr904	chr9
258800	Olfr905	chr9
258799	Olfr906	chr9
258801	Olfr907	chr9
258872	Olfr908	chr9
258873	Olfr911-ps1	chr9
258807	Olfr910	chr9
258806	Olfr912	chr9
258225	Olfr913	chr9
258782	Olfr914	chr9
258781	Olfr915	chr9
258780	Olfr916	chr9
258183	Olfr917	chr9
258372	Olfr918	chr9
258432	Olfr919	chr9
67776	Vwa5a	chr9
258783	Olfr920	chr9
258778	Olfr921	chr9
258777	Olfr922	chr9
258812	Olfr923	chr9
404322	Olfr924	chr9
18324	Olfr26	chr9
258811	Olfr926	chr9
258269	Olfr930	chr9
258433	Olfr933	chr9
258434	Olfr934	chr9
258741	Olfr935	chr9
258742	Olfr146	chr9
100503486	Olfr936	chr9
258431	Olfr937	chr9
258430	Olfr938	chr9
258826	Olfr27	chr9
258323	Olfr943	chr9
258500	Olfr944	chr9
257959	Olfr1537	chr9
258499	Olfr945	chr9
257924	Olfr947-ps1	chr9
257912	Olfr948	chr9
258046	Olfr951	chr9
235248	Olfr952	chr9
258328	Olfr954	chr9
258242	Olfr955	chr9
18343	Olfr44	chr9
258740	Olfr957	chr9
258327	Olfr958	chr9
258501	Olfr959	chr9
244810	AW551984	chr9
258498	Olfr148	chr9
258276	Olfr960	chr9
258497	Olfr961	chr9
258087	Olfr963	chr9
235256	Olfr149	chr9
258165	Olfr965	chr9
258602	Olfr150	chr9
258086	Olfr967	chr9
258605	Olfr968	chr9
258823	Olfr969	chr9
258604	Olfr970	chr9
258607	Olfr971	chr9
258603	Olfr972	chr9
258606	Olfr229	chr9
259111	Olfr974	chr9
258825	Olfr975	chr9
258364	Olfr976	chr9
259109	Olfr978	chr9
259112	Olfr979	chr9
259110	Olfr980	chr9
258283	Olfr981	chr9
72224	1700001J11Rik	chr9
258853	Olfr982	chr9
258824	Olfr983	chr9
258601	Olfr984	chr9
258854	Olfr985	chr9
75667	Tmem225	chr9
258608	Olfr986	chr9
80902	Zfp202	chr9
235281	Scn3b	chr9
235283	Gramd1b	chr9
73558	1700110K17Rik	chr9
100503925	Gm17540	NA
71566	Clmp	chr9
100862227	NA	NA
15481	Hspa8	chr9
108637	Snord14c	chr9
100302593	Snord14d	NA
100302594	Snord14e	NA
244813	Bsx	chr9
70989	Jhy	chr9
54698	Crtam	chr9
72828	Ubash3b	chr9
78500	1700063D05Rik	chr9
73144	Mir100hg	chr9
100504017	NA	NA
723892	Mir100	chr9
723965	Mirlet7a-2	chr9
100042464	NA	NA
387236	Mir125b-1	chr9
20660	Sorl1	chr9
78194	4930546K05Rik	chr9
235293	Sc5d	chr9
100038649	Gm10690	NA
21683	Tecta	chr9
272589	Tbcel	chr9
110637	Grik4	chr9
69632	Arhgef12	chr9
235300	Tlcd5	chr9
18988	Pou2f3	chr9
100862285	NA	NA
102644	Oaf	chr9
235302	D630033O11Rik	chr9
72169	Trim29	chr9
58235	Nectin1	chr9
100042548	Gm3898	NA
100038652	Gm10688	NA
21838	Thy1	chr9
53376	Usp2	chr9
235312	C1qtnf5	chr9
259172	Mfrp	chr9
213211	Rnf26	chr9
100038560	Gm10687	chr9
84004	Mcam	chr9
12402	Cbl	chr9
270150	Ccdc153	chr9
170761	Pdzd3	chr9
270151	Nlrx1	chr9
192663	Abcg4	chr9
102423	Hinfp	chr9
71764	C2cd2l	chr9
13478	Dpagt1	chr9
15270	H2ax	chr9
15288	Hmbs	chr9
71732	Vps11	chr9
100043172	Gm10080	NA
12282	Hyou1	chr9
14385	Slc37a4	chr9
60409	Trappc4	chr9
75617	Rps25	chr9
382073	Ccdc84	chr9
382074	Foxr1	chr9
22269	Upk2	chr9
100504196	Gm10023	NA
80288	Bcl9l	chr9
12145	Cxcr5	chr9
13209	Ddx6	chr9
58866	Treh	chr9
102693	Phldb1	chr9
100861831	NA	NA
213827	Arcn1	chr9
76568	Ift46	chr9
71687	Tmem25	chr9
192653	Ttc36	chr9
214162	Kmt2a	chr9
27425	Atp5l	chr9
140630	Ube4a	chr9
12502	Cd3g	chr9
12500	Cd3d	chr9
12501	Cd3e	chr9
14012	Mpzl2	chr9
319742	Mpzl3	chr9
270152	Jaml	chr9
100038468	Gm10684	chr9
72821	Scn2b	chr9
399548	Scn4b	chr9
214523	Tmprss4	chr9
100502755	NA	NA
408059	BC049352	chr9
16154	Il10ra	chr9
72229	Lncbate3	chr9
214531	Tmprss13	chr9
59095	Fxyd6	chr9
11936	Fxyd2	chr9
74602	4833428L15Rik	chr9
114873	Dscaml1	chr9
214552	Cep164	chr9
100502772	NA	NA
23821	Bace1	chr9
235315	Rnf214	chr9
18554	Pcsk7	chr9
21345	Tagln	chr9
214597	Sidt2	chr9
100861852	NA	NA
18475	Pafah1b2	chr9
70661	Sik3	chr9
11806	Apoa1	chr9
11814	Apoc3	chr9
100502818	NA	NA
11808	Apoa4	chr9
66113	Apoa5	chr9
22687	Zpr1	chr9
215051	Bud13	chr9
74361	4931429L15Rik	chr9
73040	2900052N01Rik	chr9
215467	Gm4791	chr9
54725	Cadm1	chr9
100038460	Gm10677	NA
78252	Nxpe2	chr9
244853	Nxpe4	chr9
434401	Gm5616	NA
667933	Gm8884	NA
104444	Rexo2	chr9
67010	Rbm7	chr9
434402	Gm5617	chr9
18113	Nnmt	chr9
235320	Zbtb16	chr9
15561	Htr3a	chr9
57014	Htr3b	chr9
235323	Usp28	chr9
26951	Zw10	chr9
80893	Tmprss5	chr9
235327	Gm4894	chr9
13489	Drd2	chr9
244859	Ankk1	chr9
235330	Ttc12	chr9
17967	Ncam1	chr9
100036537	Gm11149	chr9
69631	Plet1os	chr9
76509	Plet1	chr9
19286	Pts	chr9
170752	Bco2	chr9
66654	Tex12	chr9
16173	Il18	chr9
100502907	NA	NA
66925	Sdhd	chr9
30057	Timm8b	chr9
270156	Nkapd1	chr9
72614	Pih1d2	chr9
235339	Dlat	chr9
330938	Dixdc1	chr9
66952	2310030G06Rik	chr9
69253	Hspb2	chr9
12955	Cryab	chr9
68721	1110032A03Rik	chr9
382137	Fdxacb1	chr9
102580	Alg9	chr9
73699	Ppp2r1b	chr9
235344	Sik2	chr9
244864	Layn	chr9
235345	Hoatz	chr9
723932	Mir34c	chr9
723849	Mir34b	chr9
56057	Btg4	chr9
18985	Pou2af1	chr9
270157	NA	NA
69809	1810046K07Rik	chr9
244867	Arhgap20	chr9
408028	Arhgap20os	chr9
74072	4933407I05Rik	chr9
14148	Fdx1	chr9
629557	Gm6981	NA
19684	Rdx	chr9
244871	Zc3h12c	chr9
100502969	NA	NA
330941	AI593442	chr9
382139	Gm1715	chr9
77591	Ddx10	chr9
74695	4930510E17Rik	NA
320051	Exph5	chr9
68304	Poglut3	chr9
75311	4930550C14Rik	chr9
11920	Atm	chr9
244879	Npat	chr9
110446	Acat1	chr9
75717	Cul5	chr9
270160	Rab39	chr9
72022	Slc35f2	chr9
66402	Sln	chr9
100862116	NA	NA
270162	Elmod1	chr9
244882	Tnfaip8l3	chr9
13075	Cyp19a1	chr9
73567	Gldnos	chr9
235379	Gldn	chr9
235380	Dmxl2	chr9
244885	Sh2d7	chr9
56506	Cib2	chr9
67834	Idh3a	chr9
94180	Acsbg1	chr9
100039151	NA	NA
58233	Dnaja4	chr9
66317	Wdr61	chr9
12903	Crabp1	chr9
64602	Ireb2	chr9
235386	Hykk	chr9
246735	AY074887	chr9
26441	Psma4	chr9
110835	Chrna5	chr9
110834	Chrna3	chr9
108015	Chrnb4	chr9
109161	Ube2q2	chr9
71999	Fbxo22	chr9
83961	Nrg4	chr9
244886	Tmem266	chr9
110842	Etfa	chr9
104360	Isl2	chr9
244891	Scaper	chr9
75258	4930563M21Rik	chr9
665005	Gm7444	chr9
26611	Rcn2	chr9
19200	Pstpip1	chr9
56434	Tspan3	chr9
244895	Peak1	chr9
66867	Hmg20a	chr9
235402	Lingo1	chr9
382075	Odf3l1	chr9
121021	Cspg4	chr9
235406	Snx33	chr9
102462	Imp3	chr9
66069	Snupn	chr9
56294	Ptpn9	chr9
100038566	Gm10658	chr9
20466	Sin3a	chr9
72588	2700012I20Rik	NA
76794	Man2c1os	chr9
73744	Man2c1	chr9
72774	Neil1	chr9
66199	Commd4	chr9
67319	1700041C23Rik	chr9
541610	Trcg1	chr9
74211	1700017B05Rik	chr9
73772	4930430J02Rik	NA
66812	Ppcdc	chr9
56807	Scamp5	chr9
102614	Rpp25	chr9
12858	Cox5a	chr9
78323	Fam219b	chr9
110119	Mpi	chr9
24044	Scamp2	chr9
71742	Ulk3	chr9
235415	Cplx3	chr9
235416	Lman1l	chr9
100861732	NA	NA
12988	Csk	chr9
13077	Cyp1a2	chr9
13076	Cyp1a1	chr9
353190	Edc3	chr9
102414	Clk3	chr9
56380	Arid3b	chr9
69459	Ubl7	chr9
20361	Sema7a	chr9
13070	Cyp11a1	chr9
382077	Ccdc33	chr9
330951	Gm16130	chr9
20897	Stra6	chr9
26968	Islr	chr9
320563	Islr2	chr9
665268	1600029O15Rik	chr9
18854	Pml	chr9
69106	Stoml1	chr9
16949	Loxl1	chr9
74286	Tbc1d21	chr9
73529	1700072B07Rik	chr9
74879	4930461G14Rik	chr9
319477	Insyn1	chr9
102657	Cd276	chr9
20320	Nptn	chr9
73673	Rec114	chr9
330953	Hcn4	chr9
18007	Neo1	chr9
665330	Gm7589	NA
72141	Adpgk	chr9
102774	Bbs4	chr9
23806	Arih1	chr9
621119	Rps11-ps1	NA
100504377	Gm20199	NA
73893	Tmem202	chr9
15211	Hexa	chr9
100504397	NA	NA
76183	Celf6	chr9
67287	Parp6	chr9
18746	Pkm	chr9
71121	4933407I18Rik	NA
546134	Gramd2	chr9
71599	Senp8	chr9
270163	Myo9a	chr9
100504539	Gm20275	NA
100504522	NA	NA
23958	Nr2e3	chr9
665389	Gm7616	chr9
207596	Thsd4	chr9
100504561	9230112J17Rik	chr9
102747	Lrrc49	chr9
320947	B930082K07Rik	NA
67557	Larp6	chr9
100040447	1700036A12Rik	NA
72565	Uaca	chr9
330956	Gm5122	chr9
66785	4933433G08Rik	chr9
619328	I730028E13Rik	chr9
622037	B930092H01Rik	chr9
100038496	Gm10655	NA
21887	Tle3	chr9
56040	Rplp1	chr9
71819	Kif23	chr9
74090	Paqr5	chr9
93683	Glce	chr9
100504658	NA	NA
100628602	Mir5133	chr9
330958	A730043L09Rik	chr9
66712	Spesp1	chr9
100039897	NA	NA
11737	Anp32a	chr9
100504674	NA	NA
235431	Coro2b	chr9
319480	Itga11	chr9
14155	Fem1b	chr9
76524	Cln6	chr9
677044	Gm10653	chr9
75600	Calml4	chr9
56469	Pias1	chr9
207667	Skor1	chr9
23938	Map2k5	chr9
69478	2300009A05Rik	chr9
78250	Iqch	chr9
66939	Aagab	chr9
17127	Smad3	chr9
17130	Smad6	chr9
73397	1700055C04Rik	chr9
68697	1110036E04Rik	NA
76814	Scarletltr	chr9
235435	Lctl	chr9
68014	Zwilch	chr9
67891	Rpl4	chr9
100861862	NA	NA
100217453	Snord16a	chr9
330959	Snapc5	chr9
26395	Map2k1	chr9
93841	Uchl4	chr9
66131	Tipin	chr9
213550	Dis3l	chr9
214058	Megf11	chr9
53869	Rab11a	chr9
102442	Dennd4a	chr9
214111	Slc24a1	chr9
69882	Ints14	chr9
57874	Hacd3	chr9
74388	Dpp8	chr9
56741	Igdcc4	chr9
19289	Igdcc3	chr9
97418	Rnu5g	NA
214424	Parp16	chr9
214425	Cilp	chr9
270166	Clpx	chr9
50996	Pdcd7	chr9
208080	Ubap1l	chr9
74492	Kbtbd13	chr9
70784	Rasl12	chr9
330962	Slc51b	chr9
69606	Mtfmt	chr9
27965	Spg21	chr9
384945	NA	NA
434410	Gm17749	NA
102595	Plekho2	chr9
208084	Pif1	chr9
100041121	Gm10144	NA
71973	Rbpms2	chr9
18247	Oaz2	chr9
214812	Zfp609	chr9
56404	Trip4	chr9
68026	Pclaf	chr9
214897	Csnk1g1	chr9
19035	Ppib	chr9
382083	Snx22	chr9
56440	Snx1	chr9
68250	Ciao2a	chr9
13143	Dapk2	chr9
235439	Herc1	chr9
74165	Fbxl22	chr9
235441	Usp3	chr9
76459	Car12	chr9
208117	Aph1b	chr9
100038381	Gm10647	NA
68318	Aph1c	chr9
235442	Rab8b	chr9
100502606	Gm19279	NA
67941	Rps27l	chr9
80907	Lactb	chr9
22003	Tpm1	chr9
100502636	Gm19299	chr9
70549	Tln2	chr9
387185	Mir190a	chr9
100861910	NA	NA
75697	C2cd4b	chr9
244911	C2cd4a	chr9
320528	Vps13c	chr9
434412	Gm20745	chr9
74951	4930502A04Rik	chr9
19883	Rora	chr9
100502669	NA	NA
320440	9530091C08Rik	NA
100502648	Gm19304	NA
93697	Ice2	chr9
12306	Anxa2	chr9
100526560	Mir3109	chr9
100502720	Gm16144	NA
64290	Foxb1	chr9
319970	B230323A14Rik	chr9
12175	Bnip2	chr9
235459	Gtf2a2	chr9
72077	Gcnt3	chr9
76886	Fam81a	chr9
71602	Myo1e	chr9
12442	Ccnb2	chr9
93836	Rnf111	chr9
66660	Sltm	chr9
235461	Mindy2	chr9
11487	Adam10	chr9
100861959	NA	NA
15450	Lipc	chr9
64008	Aqp9	chr9
19378	Aldh1a2	chr9
28015	Polr2m	chr9
102371	Myzap	chr9
68178	Cgnl1	chr9
21406	Tcf12	chr9
665964	Uba52-ps	NA
235469	Zfp280d	chr9
100502819	BC065403	chr9
17427	Mns1	chr9
21778	Tex9	chr9
75115	4930509E16Rik	chr9
319758	Rfx7	chr9
17999	Nedd4	chr9
639396	NA	NA
100861984	NA	NA
235472	Prtg	chr9
72135	Pygo1	chr9
67685	Dnaaf4	chr9
546143	Pierce2	chr9
72278	Ccpg1	chr9
55981	Pigb	chr9
66364	Pigbos1	chr9
11891	Rab27a	chr9
66991	Khdc3	chr9
225215	Rsl24d1	chr9
436081	Gm5745	NA
208898	Unc13c	chr9
546144	Wdr72	chr9
100503019	Gm16551	chr9
15379	Onecut1	chr9
235493	Fam214a	chr9
59046	Arpp19	chr9
17918	Myo5a	chr9
208943	Myo5c	chr9
100503060	NA	NA
14697	Gnb5	chr9
12049	Bcl2l10	chr9
50772	Mapk6	chr9
71274	4933433G15Rik	chr9
235497	Leo1	chr9
666190	Gm7972	NA
50875	Tmod3	chr9
50876	Tmod2	chr9
70082	Lysmd2	chr9
20255	Scg3	chr9
12160	Bmp5	chr9
208982	Hmgcll1	chr9
404194	Gfral	chr9
387285	Hcrtr2	chr9
208994	Fam83b	chr9
26944	Tinag	chr9
100503078	Gm19541	NA
69642	Mlip	chr9
70487	5730403I07Rik	chr9
214345	Lrrc1	chr9
100503134	Gm19569	NA
244923	Klhl31	chr9
14629	Gclc	chr9
68801	Elovl5	chr9
14531	Gcm1	chr9
71538	Fbxo9	chr9
56542	Cilk1	chr9
19817	Rn7sk	NA
320295	C920006O11Rik	chr9
14860	Gsta4	chr9
14857	Gsta1	chr9
100042295	Gm3776	chr9
100042314	Gsta5	chr9
18379	Omt2a	chr9
382088	Omt2b	chr9
14858	Gsta2	chr9
434423	Dppa5a	chr9
67968	Ooep	chr9
100048658	Ddx43	chr9
214763	Cgas	chr9
68291	Mto1	chr9
13627	Eef1a1	chr9
100503203	Gm19592	NA
235504	Slc17a5	chr9
235505	Cd109	chr9
100038575	Gm10635	chr9
12816	Col12a1	chr9
12866	Cox7a2	chr9
100862063	NA	NA
69981	Tmem30a	chr9
100862068	NA	NA
74633	4930429F24Rik	chr9
100503238	NA	NA
70598	Filip1	chr9
215351	Senp6	chr9
17920	Myo6	chr9
63859	Impg1	chr9
15551	Htr1b	chr9
319405	D430036J16Rik	chr9
75033	Mei4	chr9
65099	Irak1bp1	chr9
83946	Phip	chr9
94353	Hmgn3	chr9
75782	Lca5	chr9
212531	Sh3bgrl2	chr9
100039222	Gm2109	chr9
83603	Elovl4	chr9
22137	Ttk	chr9
12040	Bckdhb	chr9
75253	4930554C24Rik	chr9
212943	Tent5a	chr9
108837	Ibtk	chr9
442799	9330154J02Rik	NA
21983	Tpbg	chr9
70348	Ube2cbp	chr9
320615	Dop1a	chr9
109785	Pgm3	chr9
69519	Rwdd2a	chr9
17436	Me1	chr9
319556	A330041J22Rik	chr9
244954	Prss35	chr9
20616	Snap91	chr9
382089	Ripply2	chr9
266690	Cyb5r4	chr9
666777	Gm8282	NA
244958	Mrap2	chr9
382090	Cep162	chr9
76365	Tbx18	chr9
23959	Nt5e	chr9
244962	Snx14	chr9
56403	Syncrip	chr9
72655	Snhg5	chr9
71640	Zfp949	chr9
547109	Trim43a	chr9
320692	9430037G07Rik	chr9
100039707	Mthfsl	chr9
100039674	Gm10634	NA
12047	Bcl2a1d	chr9
666731	Trim43c	chr9
319673	9330159M07Rik	chr9
100039741	NA	NA
12044	Bcl2a1a	chr9
666747	Trim43b	chr9
319213	4930579C12Rik	NA
12045	Bcl2a1b	chr9
107885	Mthfs	chr9
209743	Minar1	chr9
66111	Tmed3	chr9
330998	Ankrd34c	chr9
387179	Mir184	chr9
74700	4930524O08Rik	chr9
19417	Rasgrf1	chr9
13036	Ctsh	chr9
21761	Morf4l1	chr9
108153	Adamts7	chr9
67016	Tbc1d2b	chr9
434428	Gm5620	NA
22771	Zic1	chr9
22774	Zic4	chr9
100504689	Plscr5	chr9
22038	Plscr1	chr9
18828	Plscr2	chr9
78459	1700057G04Rik	chr9
235527	Plscr4	chr9
78575	B430319G15Rik	chr9
26432	Plod2	chr9
331003	4933400C23Rik	chr9
78349	1700034K08Rik	chr9
68861	Dipk2a	chr9
331004	Slc9a9	chr9
54371	Chst2	chr9
67958	U2surp	chr9
75552	Paqr9	chr9
76477	Pcolce2	chr9
22063	Trpc1	chr9
102502	Pls1	chr9
73410	1700065D16Rik	chr9
245000	Atr	chr9
100504734	Gm16794	NA
24127	Xrn1	chr9
235533	Gk5	chr9
211586	Tfdp2	chr9
11933	Atp1b3	chr9
270185	BC043934	NA
19823	Rnf7	chr9
114713	Rasa2	chr9
245007	Zbtb38	chr9
319859	E030011O05Rik	chr9
319707	C430002N11Rik	chr9
235534	Pxylp1	chr9
211949	Spsb4	chr9
100502670	Gm16010	NA
100502694	Gm19325	NA
192287	Slc25a36	chr9
78911	Trim42	chr9
64085	Clstn2	chr9
74080	Nmnat3	chr9
19659	Rbp1	chr9
100862273	NA	NA
19660	Rbp2	chr9
75881	4930579K19Rik	chr9
50797	Copb2	chr9
64655	Mrps22	chr9
331011	E330023G01Rik	chr9
623166	Prr23a1	chr9
623186	Prr23a2	chr9
71979	Prr23a3	chr9
546157	7420426K07Rik	chr9
768252	Foxl2os	chr9
26927	Foxl2	chr9
23873	Faim	chr9
382097	Gm1123	chr9
74769	Pik3cb	chr9
623459	Faiml	chr9
68121	Cep70	chr9
272636	Esyt3	chr9
17532	Mras	chr9
623534	Nme9	chr9
69797	1600029I14Rik	chr9
74125	Armc8	chr9
83703	Dbr1	chr9
333424	A4gnt	chr9
72507	Dzip1l	chr9
56492	Cldn18	chr9
20669	Sox14	chr9
108970	4930519F24Rik	chr9
213208	Il20rb	chr9
17973	Nck1	chr9
245020	Slc35g2	chr9
20842	Stag1	chr9
66904	Pccb	chr9
77853	Msl2	chr9
235542	Ppp2r3a	chr9
382099	Gm5161	NA
270190	Ephb1	chr9
442798	9630041A04Rik	NA
16716	Ky	chr9
28135	Cep63	chr9
69010	Anapc13	chr9
56332	Amotl2	chr9
434510	Gm5627	chr9
20187	Ryk	chr9
24059	Slco2a1	chr9
270192	Rab6b	chr9
100862137	NA	NA
20818	Srprb	chr9
22041	Trf	chr9
71775	Inhca	chr9
235559	Topbp1	chr9
321022	Cdv3	chr9
100529079	5830418P13Rik	chr9
107993	Bfsp2	chr9
81907	Tmem108	chr9
100862157	NA	NA
319215	4932413F04Rik	chr9
100503358	Gm19654	NA
74025	Nphp3	chr9
66663	Uba5	chr9
102632	Acad11	chr9
252837	Ackr4	chr9
235567	Dnajc13	chr9
56318	Acpp	chr9
100316725	Mir2136	chr9
74020	Cpne4	chr9
94062	Mrpl3	chr9
75686	Nudt16	chr9
73532	Nudt16l2	chr9
208583	Nek11	chr9
66595	Aste1	chr9
235574	Atp2c1	chr9
100503387	Gm19667	NA
434434	Gm5621	NA
75669	Pik3r4	chr9
100503431	NA	NA
245026	Col6a6	chr9
665033	Col6a5	chr9
68553	Col6a4	chr9
235582	Glyctk	chr9
387153	Mir135a-1	chr9
77305	Wdr82	chr9
387249	Mirlet7g	chr9
67905	Ppm1m	chr9
23999	Twf2	chr9
81897	Tlr9	chr9
11655	Alas1	chr9
70235	Poc1a	chr9
235584	Dusp7	chr9
19944	Rpl29	chr9
109652	Acy1	chr9
68644	Abhd14a	chr9
76491	Abhd14b	chr9
59092	Pcbp4	chr9
436090	Gpr62	chr9
235587	Parp3	chr9
27966	Rrp9	chr9
74267	Iqcf1	chr9
75470	Iqcf5	chr9
68265	Iqcf3	chr9
67320	Iqcf4	chr9
100041096	Iqcf6	chr9
108068	Grm2	chr9
21767	Tex264	chr9
81000	Rad54l2	chr9
321006	Dcaf1	chr9
109095	Rbm15b	chr9
74840	Manf	chr9
100862194	NA	NA
208869	Dock3	chr9
102626	Mapkapk3	chr9
12700	Cish	chr9
69536	Hemk1	chr9
235599	6430571L13Rik	chr9
56808	Cacna2d2	chr9
56395	Tmem115	chr9
56368	Cyb561d2	chr9
56032	Nprl2	chr9
114602	Zmynd10	chr9
56289	Rassf1	chr9
80385	Tusc2	chr9
15587	Hyal2	chr9
15586	Hyal1	chr9
56441	Naa80	chr9
109685	Hyal3	chr9
15983	Ifrd2	chr9
434436	Lsmem2	chr9
20347	Sema3b	chr9
14678	Gnai2	chr9
76257	Slc38a3	chr9
100862215	NA	NA
14685	Gnat1	chr9
100862235	NA	NA
20350	Sema3f	chr9
83486	Rbm5	chr9
19654	Rbm6	chr9
72825	Mon1a	chr9
19882	Mst1r	chr9
67722	Actl11	chr9
235604	Camkv	chr9
22036	Traip	chr9
74153	Uba7	chr9
68176	Inka1	chr9
69398	Cdhr4	NA
27399	Ip6k1	chr9
331026	Gmppb	chr9
84585	Rnf123	chr9
320844	Amigo3	chr9
15235	Mst1	chr9
235606	Apeh	chr9
12217	Bsn	chr9
13138	Dag1	chr9
66257	Nicn1	chr9
434437	Amt	chr9
102791	Tcta	chr9
11848	Rhoa	chr9
14775	Gpx1	chr9
22258	Usp4	chr9
112418	1700102P08Rik	chr9
434438	Iho1	chr9
434439	BC048562	chr9
78267	Klhdc8b	chr9
72454	Ccdc71	chr9
16779	Lamb2	chr9
71472	Usp19	chr9
97541	Qars	chr9
69232	Qrich1	chr9
23918	Impdh2	chr9
66706	Ndufaf3	chr9
387186	Mir191	chr9
723864	Mir425	chr9
67789	Dalrd3	chr9
83669	Wdr6	chr9
74443	P4htm	chr9
23807	Arih2	chr9
57279	Slc25a20	chr9
19087	Prkar2a	chr9
76500	Ip6k2	chr9
80987	Nckipsd	chr9
107934	Celsr3	chr9
171429	Slc26a6	chr9
69384	Tmem89	chr9
22273	Uqcrc1	chr9
12836	Col7a1	chr9
751536	Mir711	chr9
171530	Ucn2	chr9
270198	Pfkfb4	chr9
